key.0_p,key.1_Gyr,key.2_M,key.3_centerM,key.4_S,key.5_steps,key.6_seeds,metrics.diff_pct,metrics.match_avg_pct,metrics.match_curve_error_max,metrics.match_curve_error_pct,metrics.match_curve_pct,metrics.match_curve_r2,metrics.match_curve_rmse_pct,metrics.match_end_pct,metrics.match_half_curve_pct,metrics.match_half_rmse_pct,metrics.match_hubble_curve_pct,metrics.match_hubble_curve_r2,metrics.match_hubble_end_pct,metrics.match_hubble_half_curve_pct,metrics.match_hubble_half_rmse_pct,metrics.match_hubble_rmse_pct,metrics.match_max_pct,results.a_final,results.radius_max_Gpc,results.size_final_Gpc
668,4.8-13.8,500000,1,100,300,1337,55.27713301554431,44.72286698445569,96.22096574586807,98.92041587006092,98.9204158700609,99.22958836225146,97.91080193653262,96.22096574586807,98.02459946085548,97.57817513411516,94.5107127418158,93.39632280135535,86.14760627882359,90.47916120000244,90.37592567243098,94.18119327658444,90.70667289464872,2.2428561941560816,10.229538196823441,13.95204003315087
668,4.8-13.8,500000,1,99,300,1337,55.16573789232627,44.83426210767373,96.25432840578704,98.92441687228342,98.92441687228343,99.23844592008975,97.9228465949427,96.25432840578704,98.03292815564862,97.59221437848704,94.56816407844109,93.55945296072491,86.49667740568246,90.59259160452748,90.50128414439509,94.25351348008726,89.9361578375357,2.243633858856002,10.30165616977496,13.95687761883912
668,4.8-13.8,500000,1,98,300,1337,55.020510405945814,44.979489594054186,96.29265991470395,98.92917377567692,98.92917377567692,99.24866568950237,97.93683097854932,96.29265991470395,98.04274358107659,97.6085112610619,94.63392099486448,93.74212318723521,86.89255138993484,90.72206027531917,90.64354445244348,94.33559211195264,89.1078550911757,2.244527344610787,10.379182902713156,13.962435687632071
668,4.8-13.8,500000,1,97,300,1337,54.83627531205875,45.16372468794125,96.33669606101553,98.9348057651145,98.9348057651145,99.2604279716488,97.95304433723534,96.33669606101553,98.05427662287462,97.62740243130193,94.7091960471322,93.94617247927502,87.34193558439428,90.86989009850863,90.80494127449384,94.42870652995073,88.21615209254486,2.2455538022310795,10.462643715246783,13.968820928847252
668,4.8-13.8,500000,1,96,300,1337,54.607346164921005,45.392653835078995,96.38728915557454,98.94145115039744,98.94145115039746,99.27393336831074,97.97182027760411,96.38728915557454,98.06779499648297,97.64927620872929,94.79510654287299,94.1734385454162,87.85259071664446,91.03876582751673,90.98797886779373,94.53428251667906,87.2547366891139,2.2467330985999485,10.552629406531771,13.976156927558307
668,4.8-13.8,500000,1,95,300,1337,54.32711837283025,45.67288162716975,96.44542827458716,98.94927065036231,98.94927065036232,99.28940366318348,97.9935438195817,96.44542827458716,98.08360955582711,97.67458082284833,94.89349120829874,94.42567117487303,88.43351380969042,91.23179569587506,91.19544174396499,94.65389719509992,86.21648705416352,2.2480882885233653,10.649806558878183,13.984587099815139
668,4.8-13.8,500000,1,94,300,1337,53.98838477230548,46.01161522769452,96.51226341245437,98.95845129280146,98.95845129280144,99.30708203678675,98.01865954345061,96.51226341245437,98.10208178416678,97.70383393547657,95.00628221576373,94.70440232656505,89.09515638470742,91.45258457348527,91.43038848143247,94.78927077877967,85.09334020930689,2.2496461777192467,10.754929843660499,13.994278194805885
668,4.8-13.8,500000,1,93,300,1337,53.58333906193339,46.41666093806661,96.58913439267755,98.96921105779468,98.9692110577947,99.32723220080707,98.04768093370961,96.58913439267755,98.12363271199486,97.73763357600939,95.13566777247667,95.01075510445737,89.84968553689619,91.7053210564625,91.69611315981194,94.94223758423499,83.87613413295651,2.2514379967142855,10.868856799506846,14.005424486938246
668,4.8-13.8,500000,1,92,300,1337,53.10371902611034,46.89628097388966,96.6776055933779,98.98180442154447,98.98180442154447,99.35013584662903,98.0812009788099,96.6776055933779,98.14875356364234,97.77667056875522,95.28419620610678,95.34516663671766,90.71129730939494,91.9948814303599,91.99604626992684,95.11467924694551,82.554417036693,2.253500210276133,10.992565683477313,14.018252811039796
668,4.8-13.8,500000,1,91,300,1337,52.54116639442511,47.45883360557489,96.77950781089173,98.99652899497832,98.99652899497832,99.37608752780378,98.11990397583577,96.77950781089173,98.17801850569342,97.82174240952075,95.45484116961063,95.70698979147183,91.69659412743867,92.32695413775166,92.33354310276722,95.30838922941788,81.11621554091812,2.2558754932300866,11.127177169149958,14.0330286325793
